Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
January 31 2018,Adams,WA,Truck,0,0,0,"5,146","5,146",0.00
January 31 2018,Adams,WA,Passenger,4,4,8,"12,446","12,454",0.06
January 31 2018,Asotin,WA,Passenger,8,5,13,"12,549","12,562",0.10
January 31 2018,Asotin,WA,Truck,0,0,0,"6,561","6,561",0.00
January 31 2018,Benton,WA,Truck,0,0,0,"40,718","40,718",0.00
January 31 2018,Benton,WA,Passenger,175,178,353,"130,634","130,987",0.27
January 31 2018,Chelan,WA,Passenger,94,38,132,"53,244","53,376",0.25
January 31 2018,Chelan,WA,Truck,0,0,0,"21,680","21,680",0.00
January 31 2018,Clallam,WA,Truck,0,0,0,"21,283","21,283",0.00
January 31 2018,Clallam,WA,Passenger,106,95,201,"49,285","49,486",0.41
January 31 2018,Clark,WA,Passenger,873,601,"1,474","305,327","306,801",0.48
January 31 2018,Clark,WA,Truck,0,0,0,"78,585","78,585",0.00
January 31 2018,Columbia,WA,Truck,0,0,0,"1,545","1,545",0.00
January 31 2018,Columbia,WA,Passenger,2,1,3,"2,401","2,404",0.12
January 31 2018,Cowlitz,WA,Passenger,54,69,123,"70,984","71,107",0.17
January 31 2018,Cowlitz,WA,Truck,0,0,0,"28,212","28,212",0.00
January 31 2018,Douglas,WA,Truck,0,0,0,"11,789","11,789",0.00
January 31 2018,Douglas,WA,Passenger,43,33,76,"27,221","27,297",0.28
January 31 2018,Ferry,WA,Passenger,1,3,4,"4,410","4,414",0.09
January 31 2018,Ferry,WA,Truck,0,0,0,"3,544","3,544",0.00
January 31 2018,Franklin,WA,Truck,0,0,0,"18,562","18,562",0.00
January 31 2018,Franklin,WA,Passenger,31,51,82,"57,019","57,101",0.14
January 31 2018,Garfield,WA,Truck,0,0,0,945,945,0.00
January 31 2018,Garfield,WA,Passenger,1,0,1,"1,329","1,330",0.08
January 31 2018,Grant,WA,Passenger,29,37,66,"62,304","62,370",0.11
January 31 2018,Grant,WA,Truck,0,0,0,"25,642","25,642",0.00
January 31 2018,Grays Harbor,WA,Passenger,42,42,84,"45,968","46,052",0.18
January 31 2018,Grays Harbor,WA,Truck,0,0,0,"20,084","20,084",0.00
January 31 2018,Island,WA,Passenger,159,167,326,"61,854","62,180",0.52
January 31 2018,Island,WA,Truck,0,0,0,"20,786","20,786",0.00
January 31 2018,Jefferson,WA,Truck,0,0,0,"9,488","9,488",0.00
January 31 2018,Jefferson,WA,Passenger,124,80,204,"24,362","24,566",0.83
January 31 2018,King,WA,Passenger,"11,618","4,885","16,503","1,371,223","1,387,726",1.19
January 31 2018,King,WA,Truck,8,1,9,"184,860","184,869",0.00
January 31 2018,Kitsap,WA,Truck,1,0,1,"52,770","52,771",0.00
January 31 2018,Kitsap,WA,Passenger,706,404,"1,110","176,446","177,556",0.63
January 31 2018,Kittitas,WA,Truck,0,0,0,"13,875","13,875",0.00
January 31 2018,Kittitas,WA,Passenger,36,27,63,"28,637","28,700",0.22
January 31 2018,Klickitat,WA,Passenger,23,26,49,"14,933","14,982",0.33
January 31 2018,Klickitat,WA,Truck,0,0,0,"8,001","8,001",0.00
January 31 2018,Lewis,WA,Truck,0,0,0,"25,331","25,331",0.00
January 31 2018,Lewis,WA,Passenger,52,43,95,"56,814","56,909",0.17
January 31 2018,Lincoln,WA,Truck,0,0,0,"4,504","4,504",0.00
January 31 2018,Lincoln,WA,Passenger,2,5,7,"7,590","7,597",0.09
January 31 2018,Mason,WA,Truck,0,0,0,"19,648","19,648",0.00
January 31 2018,Mason,WA,Passenger,65,74,139,"44,970","45,109",0.31
January 31 2018,Okanogan,WA,Passenger,7,19,26,"25,708","25,734",0.10
January 31 2018,Okanogan,WA,Truck,0,0,0,"16,337","16,337",0.00
January 31 2018,Pacific,WA,Truck,0,0,0,"7,533","7,533",0.00
January 31 2018,Pacific,WA,Passenger,15,13,28,"15,454","15,482",0.18
January 31 2018,Pend Oreille,WA,Passenger,4,4,8,"9,444","9,452",0.08
January 31 2018,Pend Oreille,WA,Truck,0,0,0,"5,615","5,615",0.00
January 31 2018,Pierce,WA,Passenger,"1,096",994,"2,090","527,557","529,647",0.39
January 31 2018,Pierce,WA,Truck,0,0,0,"137,169","137,169",0.00
January 31 2018,San Juan,WA,Truck,0,0,0,"5,647","5,647",0.00
January 31 2018,San Juan,WA,Passenger,137,46,183,"13,926","14,109",1.30
January 31 2018,Skagit,WA,Passenger,170,140,310,"89,802","90,112",0.34
January 31 2018,Skagit,WA,Truck,1,0,1,"31,845","31,846",0.00
January 31 2018,Skamania,WA,Truck,0,0,0,"3,899","3,899",0.00
January 31 2018,Skamania,WA,Passenger,11,8,19,"8,611","8,630",0.22
January 31 2018,Snohomish,WA,Truck,1,0,1,"121,561","121,562",0.00
January 31 2018,Snohomish,WA,Passenger,"2,072","1,097","3,169","518,165","521,334",0.61
January 31 2018,Spokane,WA,Passenger,300,254,554,"300,850","301,404",0.18
January 31 2018,Spokane,WA,Truck,1,0,1,"91,762","91,763",0.00
January 31 2018,Stevens,WA,Passenger,10,22,32,"31,595","31,627",0.10
January 31 2018,Stevens,WA,Truck,0,0,0,"18,384","18,384",0.00
January 31 2018,Thurston,WA,Passenger,487,407,894,"190,710","191,604",0.47
January 31 2018,Thurston,WA,Truck,0,0,0,"53,898","53,898",0.00
January 31 2018,Wahkiakum,WA,Truck,0,0,0,"1,682","1,682",0.00
January 31 2018,Wahkiakum,WA,Passenger,0,2,2,"2,845","2,847",0.07
January 31 2018,Walla Walla,WA,Truck,0,0,0,"13,324","13,324",0.00
January 31 2018,Walla Walla,WA,Passenger,30,33,63,"35,390","35,453",0.18
January 31 2018,Whatcom,WA,Passenger,550,238,788,"145,531","146,319",0.54
January 31 2018,Whatcom,WA,Truck,1,0,1,"42,071","42,072",0.00
January 31 2018,Whitman,WA,Truck,0,0,0,"8,473","8,473",0.00
January 31 2018,Whitman,WA,Passenger,18,20,38,"22,491","22,529",0.17
January 31 2018,Yakima,WA,Truck,0,0,0,"58,107","58,107",0.00
January 31 2018,Yakima,WA,Passenger,60,76,136,"162,529","162,665",0.08
February 28 2018,Adams,WA,Truck,0,0,0,"5,137","5,137",0.00
February 28 2018,Adams,WA,Passenger,5,4,9,"12,461","12,470",0.07
February 28 2018,Asotin,WA,Truck,0,0,0,"6,582","6,582",0.00
February 28 2018,Asotin,WA,Passenger,8,5,13,"12,589","12,602",0.10
February 28 2018,Benton,WA,Truck,0,0,0,"40,762","40,762",0.00
February 28 2018,Benton,WA,Passenger,175,178,353,"130,466","130,819",0.27
February 28 2018,Chelan,WA,Truck,0,0,0,"21,674","21,674",0.00
February 28 2018,Chelan,WA,Passenger,94,39,133,"53,248","53,381",0.25
February 28 2018,Clallam,WA,Truck,0,0,0,"21,293","21,293",0.00
February 28 2018,Clallam,WA,Passenger,109,101,210,"49,362","49,572",0.42
February 28 2018,Clark,WA,Truck,0,0,0,"78,577","78,577",0.00
February 28 2018,Clark,WA,Passenger,888,618,"1,506","305,332","306,838",0.49
February 28 2018,Columbia,WA,Truck,0,0,0,"1,536","1,536",0.00
February 28 2018,Columbia,WA,Passenger,2,1,3,"2,407","2,410",0.12
February 28 2018,Cowlitz,WA,Passenger,54,70,124,"70,950","71,074",0.17
February 28 2018,Cowlitz,WA,Truck,0,0,0,"28,195","28,195",0.00
February 28 2018,Douglas,WA,Truck,0,0,0,"11,811","11,811",0.00
February 28 2018,Douglas,WA,Passenger,43,33,76,"27,313","27,389",0.28
February 28 2018,Ferry,WA,Passenger,1,3,4,"4,398","4,402",0.09
February 28 2018,Ferry,WA,Truck,0,0,0,"3,527","3,527",0.00
February 28 2018,Franklin,WA,Truck,0,0,0,"18,576","18,576",0.00
February 28 2018,Franklin,WA,Passenger,32,51,83,"57,016","57,099",0.15
February 28 2018,Garfield,WA,Passenger,1,0,1,"1,323","1,324",0.08
February 28 2018,Garfield,WA,Truck,0,0,0,943,943,0.00
February 28 2018,Grant,WA,Truck,0,0,0,"25,680","25,680",0.00
February 28 2018,Grant,WA,Passenger,31,38,69,"62,332","62,401",0.11
February 28 2018,Grays Harbor,WA,Truck,0,0,0,"20,110","20,110",0.00
February 28 2018,Grays Harbor,WA,Passenger,42,44,86,"45,888","45,974",0.19
February 28 2018,Island,WA,Passenger,165,171,336,"61,890","62,226",0.54
February 28 2018,Island,WA,Truck,0,0,0,"20,827","20,827",0.00
February 28 2018,Jefferson,WA,Truck,0,0,0,"9,513","9,513",0.00
February 28 2018,Jefferson,WA,Passenger,127,80,207,"24,320","24,527",0.84
February 28 2018,King,WA,Passenger,"11,759","5,026","16,785","1,368,640","1,385,425",1.21
February 28 2018,King,WA,Truck,8,1,9,"184,144","184,153",0.00
February 28 2018,Kitsap,WA,Passenger,716,420,"1,136","176,417","177,553",0.64
February 28 2018,Kitsap,WA,Truck,1,0,1,"52,852","52,853",0.00
February 28 2018,Kittitas,WA,Passenger,36,27,63,"28,689","28,752",0.22
February 28 2018,Kittitas,WA,Truck,0,0,0,"13,945","13,945",0.00
February 28 2018,Klickitat,WA,Truck,0,0,0,"8,040","8,040",0.00
February 28 2018,Klickitat,WA,Passenger,24,27,51,"14,944","14,995",0.34
February 28 2018,Lewis,WA,Passenger,52,45,97,"56,867","56,964",0.17
February 28 2018,Lewis,WA,Truck,0,0,0,"25,274","25,274",0.00
February 28 2018,Lincoln,WA,Truck,0,0,0,"4,511","4,511",0.00
February 28 2018,Lincoln,WA,Passenger,2,5,7,"7,596","7,603",0.09
February 28 2018,Mason,WA,Passenger,64,77,141,"45,045","45,186",0.31
February 28 2018,Mason,WA,Truck,0,0,0,"19,728","19,728",0.00
February 28 2018,Okanogan,WA,Passenger,7,19,26,"25,667","25,693",0.10
February 28 2018,Okanogan,WA,Truck,0,0,0,"16,308","16,308",0.00
February 28 2018,Pacific,WA,Truck,0,0,0,"7,560","7,560",0.00
February 28 2018,Pacific,WA,Passenger,15,17,32,"15,463","15,495",0.21
February 28 2018,Pend Oreille,WA,Truck,0,0,0,"5,628","5,628",0.00
February 28 2018,Pend Oreille,WA,Passenger,4,3,7,"9,422","9,429",0.07
February 28 2018,Pierce,WA,Passenger,"1,117","1,026","2,143","526,553","528,696",0.41
February 28 2018,Pierce,WA,Truck,0,0,0,"137,038","137,038",0.00
February 28 2018,San Juan,WA,Truck,0,0,0,"5,643","5,643",0.00
February 28 2018,San Juan,WA,Passenger,140,48,188,"13,921","14,109",1.33
February 28 2018,Skagit,WA,Passenger,172,145,317,"89,770","90,087",0.35
February 28 2018,Skagit,WA,Truck,1,0,1,"31,821","31,822",0.00
February 28 2018,Skamania,WA,Truck,0,0,0,"3,920","3,920",0.00
February 28 2018,Skamania,WA,Passenger,11,8,19,"8,627","8,646",0.22
February 28 2018,Snohomish,WA,Passenger,"2,087","1,122","3,209","517,382","520,591",0.62
February 28 2018,Snohomish,WA,Truck,1,0,1,"121,342","121,343",0.00
February 28 2018,Spokane,WA,Passenger,306,262,568,"300,584","301,152",0.19
February 28 2018,Spokane,WA,Truck,1,0,1,"91,746","91,747",0.00
February 28 2018,Stevens,WA,Truck,0,0,0,"18,397","18,397",0.00
February 28 2018,Stevens,WA,Passenger,10,21,31,"31,510","31,541",0.10
February 28 2018,Thurston,WA,Truck,0,0,0,"53,924","53,924",0.00
February 28 2018,Thurston,WA,Passenger,492,414,906,"190,801","191,707",0.47
February 28 2018,Wahkiakum,WA,Truck,0,0,0,"1,674","1,674",0.00
February 28 2018,Wahkiakum,WA,Passenger,0,2,2,"2,861","2,863",0.07
February 28 2018,Walla Walla,WA,Truck,0,0,0,"13,324","13,324",0.00
February 28 2018,Walla Walla,WA,Passenger,31,35,66,"35,405","35,471",0.19
February 28 2018,Whatcom,WA,Truck,1,0,1,"42,040","42,041",0.00
February 28 2018,Whatcom,WA,Passenger,558,249,807,"145,600","146,407",0.55
February 28 2018,Whitman,WA,Passenger,18,21,39,"22,545","22,584",0.17
February 28 2018,Whitman,WA,Truck,0,0,0,"8,454","8,454",0.00
February 28 2018,Yakima,WA,Passenger,61,79,140,"162,353","162,493",0.09
February 28 2018,Yakima,WA,Truck,0,0,0,"58,127","58,127",0.00
March 31 2018,Adams,WA,Truck,0,0,0,"5,150","5,150",0.00
March 31 2018,Adams,WA,Passenger,5,4,9,"12,472","12,481",0.07
March 31 2018,Asotin,WA,Passenger,8,5,13,"12,628","12,641",0.10
March 31 2018,Asotin,WA,Truck,0,0,0,"6,595","6,595",0.00
March 31 2018,Benton,WA,Passenger,176,186,362,"130,802","131,164",0.28
March 31 2018,Benton,WA,Truck,0,0,0,"40,802","40,802",0.00
March 31 2018,Chelan,WA,Truck,0,0,0,"21,725","21,725",0.00
March 31 2018,Chelan,WA,Passenger,96,40,136,"53,356","53,492",0.25
March 31 2018,Clallam,WA,Truck,0,0,0,"21,318","21,318",0.00
March 31 2018,Clallam,WA,Passenger,119,104,223,"49,510","49,733",0.45
March 31 2018,Clark,WA,Passenger,918,643,"1,561","306,023","307,584",0.51
March 31 2018,Clark,WA,Truck,0,0,0,"78,639","78,639",0.00
March 31 2018,Columbia,WA,Passenger,2,1,3,"2,409","2,412",0.12
March 31 2018,Columbia,WA,Truck,0,0,0,"1,533","1,533",0.00
March 31 2018,Cowlitz,WA,Truck,0,0,0,"28,282","28,282",0.00
March 31 2018,Cowlitz,WA,Passenger,55,70,125,"71,233","71,358",0.18
March 31 2018,Douglas,WA,Passenger,42,33,75,"27,413","27,488",0.27
March 31 2018,Douglas,WA,Truck,0,0,0,"11,857","11,857",0.00
March 31 2018,Ferry,WA,Truck,0,0,0,"3,504","3,504",0.00
March 31 2018,Ferry,WA,Passenger,1,3,4,"4,406","4,410",0.09
March 31 2018,Franklin,WA,Passenger,34,55,89,"57,218","57,307",0.16
March 31 2018,Franklin,WA,Truck,0,0,0,"18,617","18,617",0.00
March 31 2018,Garfield,WA,Passenger,1,0,1,"1,330","1,331",0.08
March 31 2018,Garfield,WA,Truck,0,0,0,953,953,0.00
March 31 2018,Grant,WA,Passenger,32,42,74,"62,617","62,691",0.12
March 31 2018,Grant,WA,Truck,0,0,0,"25,746","25,746",0.00
March 31 2018,Grays Harbor,WA,Passenger,45,46,91,"46,090","46,181",0.20
March 31 2018,Grays Harbor,WA,Truck,0,0,0,"20,073","20,073",0.00
March 31 2018,Island,WA,Truck,0,0,0,"20,855","20,855",0.00
March 31 2018,Island,WA,Passenger,175,178,353,"62,071","62,424",0.57
March 31 2018,Jefferson,WA,Truck,0,0,0,"9,517","9,517",0.00
March 31 2018,Jefferson,WA,Passenger,132,88,220,"24,297","24,517",0.90
March 31 2018,King,WA,Passenger,"11,973","5,158","17,131","1,368,342","1,385,473",1.24
March 31 2018,King,WA,Truck,7,1,8,"183,778","183,786",0.00
March 31 2018,Kitsap,WA,Truck,1,0,1,"52,982","52,983",0.00
March 31 2018,Kitsap,WA,Passenger,740,431,"1,171","176,922","178,093",0.66
March 31 2018,Kittitas,WA,Passenger,40,30,70,"28,751","28,821",0.24
March 31 2018,Kittitas,WA,Truck,0,0,0,"13,982","13,982",0.00
March 31 2018,Klickitat,WA,Passenger,25,27,52,"14,973","15,025",0.35
March 31 2018,Klickitat,WA,Truck,0,0,0,"8,047","8,047",0.00
March 31 2018,Lewis,WA,Passenger,55,47,102,"57,161","57,263",0.18
March 31 2018,Lewis,WA,Truck,0,0,0,"25,258","25,258",0.00
March 31 2018,Lincoln,WA,Passenger,2,5,7,"7,580","7,587",0.09
March 31 2018,Lincoln,WA,Truck,0,0,0,"4,515","4,515",0.00
March 31 2018,Mason,WA,Passenger,68,80,148,"45,214","45,362",0.33
March 31 2018,Mason,WA,Truck,0,0,0,"19,795","19,795",0.00
March 31 2018,Okanogan,WA,Truck,0,0,0,"16,335","16,335",0.00
March 31 2018,Okanogan,WA,Passenger,7,19,26,"25,736","25,762",0.10
March 31 2018,Pacific,WA,Passenger,15,18,33,"15,463","15,496",0.21
March 31 2018,Pacific,WA,Truck,0,0,0,"7,576","7,576",0.00
March 31 2018,Pend Oreille,WA,Truck,0,0,0,"5,657","5,657",0.00
March 31 2018,Pend Oreille,WA,Passenger,4,3,7,"9,459","9,466",0.07
March 31 2018,Pierce,WA,Truck,0,0,0,"137,121","137,121",0.00
March 31 2018,Pierce,WA,Passenger,"1,127","1,052","2,179","528,003","530,182",0.41
March 31 2018,San Juan,WA,Passenger,140,50,190,"13,938","14,128",1.34
March 31 2018,San Juan,WA,Truck,0,0,0,"5,661","5,661",0.00
March 31 2018,Skagit,WA,Truck,1,0,1,"31,929","31,930",0.00
March 31 2018,Skagit,WA,Passenger,173,154,327,"89,915","90,242",0.36
March 31 2018,Skamania,WA,Passenger,12,8,20,"8,670","8,690",0.23
March 31 2018,Skamania,WA,Truck,0,0,0,"3,925","3,925",0.00
March 31 2018,Snohomish,WA,Passenger,"2,132","1,163","3,295","518,037","521,332",0.63
March 31 2018,Snohomish,WA,Truck,1,0,1,"121,240","121,241",0.00
March 31 2018,Spokane,WA,Truck,1,0,1,"91,927","91,928",0.00
March 31 2018,Spokane,WA,Passenger,304,272,576,"301,334","301,910",0.19
March 31 2018,Stevens,WA,Passenger,9,21,30,"31,600","31,630",0.09
March 31 2018,Stevens,WA,Truck,0,0,0,"18,420","18,420",0.00
March 31 2018,Thurston,WA,Passenger,518,433,951,"191,202","192,153",0.49
March 31 2018,Thurston,WA,Truck,0,0,0,"54,017","54,017",0.00
March 31 2018,Wahkiakum,WA,Passenger,1,2,3,"2,872","2,875",0.10
March 31 2018,Wahkiakum,WA,Truck,0,0,0,"1,669","1,669",0.00
March 31 2018,Walla Walla,WA,Passenger,32,36,68,"35,483","35,551",0.19
March 31 2018,Walla Walla,WA,Truck,0,0,0,"13,313","13,313",0.00
March 31 2018,Whatcom,WA,Truck,2,0,2,"42,071","42,073",0.00
March 31 2018,Whatcom,WA,Passenger,576,260,836,"146,135","146,971",0.57
March 31 2018,Whitman,WA,Passenger,18,23,41,"22,504","22,545",0.18
March 31 2018,Whitman,WA,Truck,0,0,0,"8,454","8,454",0.00
March 31 2018,Yakima,WA,Truck,0,0,0,"58,179","58,179",0.00
March 31 2018,Yakima,WA,Passenger,63,81,144,"162,848","162,992",0.09
April 30 2018,Adams,WA,Truck,0,0,0,"5,148","5,148",0.00
April 30 2018,Adams,WA,Passenger,5,4,9,"12,525","12,534",0.07
April 30 2018,Asotin,WA,Truck,0,0,0,"6,596","6,596",0.00
April 30 2018,Asotin,WA,Passenger,8,6,14,"12,641","12,655",0.11
April 30 2018,Benton,WA,Passenger,178,187,365,"130,964","131,329",0.28
April 30 2018,Benton,WA,Truck,0,0,0,"40,859","40,859",0.00
April 30 2018,Chelan,WA,Truck,0,0,0,"21,770","21,770",0.00
April 30 2018,Chelan,WA,Passenger,98,44,142,"53,403","53,545",0.27
April 30 2018,Clallam,WA,Truck,0,0,0,"21,361","21,361",0.00
April 30 2018,Clallam,WA,Passenger,117,105,222,"49,611","49,833",0.45
April 30 2018,Clark,WA,Truck,0,0,0,"78,745","78,745",0.00
April 30 2018,Clark,WA,Passenger,943,659,"1,602","306,472","308,074",0.52
April 30 2018,Columbia,WA,Passenger,2,1,3,"2,414","2,417",0.12
April 30 2018,Columbia,WA,Truck,0,0,0,"1,524","1,524",0.00
April 30 2018,Cowlitz,WA,Truck,0,0,0,"28,301","28,301",0.00
April 30 2018,Cowlitz,WA,Passenger,55,73,128,"71,366","71,494",0.18
April 30 2018,Douglas,WA,Passenger,41,32,73,"27,437","27,510",0.27
April 30 2018,Douglas,WA,Truck,0,0,0,"11,883","11,883",0.00
April 30 2018,Ferry,WA,Truck,0,0,0,"3,499","3,499",0.00
April 30 2018,Ferry,WA,Passenger,2,3,5,"4,416","4,421",0.11
April 30 2018,Franklin,WA,Passenger,37,59,96,"57,407","57,503",0.17
April 30 2018,Franklin,WA,Truck,0,0,0,"18,597","18,597",0.00
April 30 2018,Garfield,WA,Passenger,1,0,1,"1,330","1,331",0.08
April 30 2018,Garfield,WA,Truck,0,0,0,951,951,0.00
April 30 2018,Grant,WA,Passenger,31,42,73,"62,810","62,883",0.12
April 30 2018,Grant,WA,Truck,0,0,0,"25,853","25,853",0.00
April 30 2018,Grays Harbor,WA,Passenger,47,52,99,"46,287","46,386",0.21
April 30 2018,Grays Harbor,WA,Truck,0,0,0,"20,125","20,125",0.00
April 30 2018,Island,WA,Truck,0,0,0,"20,842","20,842",0.00
April 30 2018,Island,WA,Passenger,184,177,361,"62,297","62,658",0.58
April 30 2018,Jefferson,WA,Passenger,134,88,222,"24,363","24,585",0.90
April 30 2018,Jefferson,WA,Truck,0,0,0,"9,528","9,528",0.00
April 30 2018,King,WA,Passenger,"12,288","5,295","17,583","1,368,823","1,386,406",1.27
April 30 2018,King,WA,Truck,7,1,8,"183,417","183,425",0.00
April 30 2018,Kitsap,WA,Truck,1,0,1,"53,016","53,017",0.00
April 30 2018,Kitsap,WA,Passenger,742,444,"1,186","177,413","178,599",0.66
April 30 2018,Kittitas,WA,Passenger,40,32,72,"28,775","28,847",0.25
April 30 2018,Kittitas,WA,Truck,0,0,0,"13,991","13,991",0.00
April 30 2018,Klickitat,WA,Truck,0,0,0,"8,073","8,073",0.00
April 30 2018,Klickitat,WA,Passenger,24,29,53,"15,051","15,104",0.35
April 30 2018,Lewis,WA,Passenger,78,51,129,"57,358","57,487",0.22
April 30 2018,Lewis,WA,Truck,0,0,0,"25,315","25,315",0.00
April 30 2018,Lincoln,WA,Truck,0,0,0,"4,532","4,532",0.00
April 30 2018,Lincoln,WA,Passenger,2,6,8,"7,615","7,623",0.10
April 30 2018,Mason,WA,Passenger,71,84,155,"45,391","45,546",0.34
April 30 2018,Mason,WA,Truck,0,0,0,"19,810","19,810",0.00
April 30 2018,Okanogan,WA,Truck,0,0,0,"16,352","16,352",0.00
April 30 2018,Okanogan,WA,Passenger,8,19,27,"25,827","25,854",0.10
April 30 2018,Pacific,WA,Passenger,14,19,33,"15,488","15,521",0.21
April 30 2018,Pacific,WA,Truck,0,0,0,"7,595","7,595",0.00
April 30 2018,Pend Oreille,WA,Passenger,4,5,9,"9,479","9,488",0.09
April 30 2018,Pend Oreille,WA,Truck,0,0,0,"5,653","5,653",0.00
April 30 2018,Pierce,WA,Truck,0,0,0,"137,380","137,380",0.00
April 30 2018,Pierce,WA,Passenger,"1,155","1,091","2,246","529,311","531,557",0.42
April 30 2018,San Juan,WA,Passenger,141,53,194,"13,961","14,155",1.37
April 30 2018,San Juan,WA,Truck,0,0,0,"5,702","5,702",0.00
April 30 2018,Skagit,WA,Truck,1,0,1,"31,985","31,986",0.00
April 30 2018,Skagit,WA,Passenger,182,155,337,"90,061","90,398",0.37
April 30 2018,Skamania,WA,Passenger,12,8,20,"8,709","8,729",0.23
April 30 2018,Skamania,WA,Truck,0,0,0,"3,922","3,922",0.00
April 30 2018,Snohomish,WA,Passenger,"2,188","1,198","3,386","518,932","522,318",0.65
April 30 2018,Snohomish,WA,Truck,1,0,1,"121,270","121,271",0.00
April 30 2018,Spokane,WA,Truck,1,0,1,"92,084","92,085",0.00
April 30 2018,Spokane,WA,Passenger,317,287,604,"301,977","302,581",0.20
April 30 2018,Stevens,WA,Truck,0,0,0,"18,504","18,504",0.00
April 30 2018,Stevens,WA,Passenger,10,24,34,"31,582","31,616",0.11
April 30 2018,Thurston,WA,Passenger,523,445,968,"191,844","192,812",0.50
April 30 2018,Thurston,WA,Truck,0,0,0,"54,074","54,074",0.00
April 30 2018,Wahkiakum,WA,Passenger,1,3,4,"2,888","2,892",0.14
April 30 2018,Wahkiakum,WA,Truck,0,0,0,"1,670","1,670",0.00
April 30 2018,Walla Walla,WA,Truck,0,0,0,"13,334","13,334",0.00
April 30 2018,Walla Walla,WA,Passenger,34,40,74,"35,476","35,550",0.21
April 30 2018,Whatcom,WA,Truck,2,0,2,"42,125","42,127",0.00
April 30 2018,Whatcom,WA,Passenger,595,269,864,"146,634","147,498",0.59
April 30 2018,Whitman,WA,Truck,0,0,0,"8,465","8,465",0.00
April 30 2018,Whitman,WA,Passenger,20,24,44,"22,570","22,614",0.19
April 30 2018,Yakima,WA,Truck,0,0,0,"58,220","58,220",0.00
April 30 2018,Yakima,WA,Passenger,62,84,146,"163,261","163,407",0.09
May 31 2018,Adams,WA,Passenger,5,5,10,"12,599","12,609",0.08
May 31 2018,Adams,WA,Truck,0,0,0,"5,156","5,156",0.00
May 31 2018,Asotin,WA,Truck,0,0,0,"6,633","6,633",0.00
May 31 2018,Asotin,WA,Passenger,8,6,14,"12,602","12,616",0.11
May 31 2018,Benton,WA,Passenger,188,194,382,"131,322","131,704",0.29
May 31 2018,Benton,WA,Truck,0,0,0,"40,990","40,990",0.00
May 31 2018,Chelan,WA,Passenger,103,48,151,"53,506","53,657",0.28
May 31 2018,Chelan,WA,Truck,0,0,0,"21,828","21,828",0.00
May 31 2018,Clallam,WA,Passenger,119,110,229,"49,790","50,019",0.46
May 31 2018,Clallam,WA,Truck,0,0,0,"21,414","21,414",0.00
May 31 2018,Clark,WA,Passenger,964,698,"1,662","307,178","308,840",0.54
May 31 2018,Clark,WA,Truck,0,0,0,"78,930","78,930",0.00
May 31 2018,Columbia,WA,Truck,0,0,0,"1,527","1,527",0.00
May 31 2018,Columbia,WA,Passenger,2,1,3,"2,412","2,415",0.12
May 31 2018,Cowlitz,WA,Truck,0,0,0,"28,367","28,367",0.00
May 31 2018,Cowlitz,WA,Passenger,58,75,133,"71,524","71,657",0.19
May 31 2018,Douglas,WA,Truck,0,0,0,"11,902","11,902",0.00
May 31 2018,Douglas,WA,Passenger,44,31,75,"27,542","27,617",0.27
May 31 2018,Ferry,WA,Truck,0,0,0,"3,504","3,504",0.00
May 31 2018,Ferry,WA,Passenger,2,3,5,"4,419","4,424",0.11
May 31 2018,Franklin,WA,Truck,0,0,0,"18,643","18,643",0.00
May 31 2018,Franklin,WA,Passenger,38,63,101,"57,695","57,796",0.17
May 31 2018,Garfield,WA,Passenger,1,1,2,"1,326","1,328",0.15
May 31 2018,Garfield,WA,Truck,0,0,0,957,957,0.00
May 31 2018,Grant,WA,Truck,0,0,0,"25,861","25,861",0.00
May 31 2018,Grant,WA,Passenger,30,44,74,"63,027","63,101",0.12
May 31 2018,Grays Harbor,WA,Passenger,50,55,105,"46,410","46,515",0.23
May 31 2018,Grays Harbor,WA,Truck,0,0,0,"20,180","20,180",0.00
May 31 2018,Island,WA,Passenger,187,177,364,"62,466","62,830",0.58
May 31 2018,Island,WA,Truck,0,0,0,"20,883","20,883",0.00
May 31 2018,Jefferson,WA,Passenger,138,91,229,"24,400","24,629",0.93
May 31 2018,Jefferson,WA,Truck,0,0,0,"9,543","9,543",0.00
May 31 2018,King,WA,Truck,7,1,8,"183,221","183,229",0.00
May 31 2018,King,WA,Passenger,"12,749","5,485","18,234","1,369,992","1,388,226",1.31
May 31 2018,Kitsap,WA,Passenger,780,456,"1,236","177,946","179,182",0.69
May 31 2018,Kitsap,WA,Truck,1,0,1,"53,116","53,117",0.00
May 31 2018,Kittitas,WA,Truck,0,0,0,"14,021","14,021",0.00
May 31 2018,Kittitas,WA,Passenger,44,32,76,"28,906","28,982",0.26
May 31 2018,Klickitat,WA,Truck,0,0,0,"8,087","8,087",0.00
May 31 2018,Klickitat,WA,Passenger,25,30,55,"15,107","15,162",0.36
May 31 2018,Lewis,WA,Truck,0,0,0,"25,411","25,411",0.00
May 31 2018,Lewis,WA,Passenger,78,54,132,"57,575","57,707",0.23
May 31 2018,Lincoln,WA,Passenger,2,6,8,"7,646","7,654",0.10
May 31 2018,Lincoln,WA,Truck,0,0,0,"4,537","4,537",0.00
