Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
October 31 2021,Douglas,WA,Passenger,103,51,154,"28,589","28,743",0.54
October 31 2021,Ferry,WA,Passenger,11,3,14,"4,449","4,463",0.31
October 31 2021,Ferry,WA,Truck,0,0,0,"3,593","3,593",0.00
October 31 2021,Franklin,WA,Truck,0,0,0,"20,781","20,781",0.00
October 31 2021,Franklin,WA,Passenger,144,102,246,"62,111","62,357",0.39
October 31 2021,Garfield,WA,Truck,0,0,0,997,997,0.00
October 31 2021,Garfield,WA,Passenger,0,3,3,"1,357","1,360",0.22
October 31 2021,Grant,WA,Truck,0,0,0,"28,033","28,033",0.00
October 31 2021,Grant,WA,Passenger,133,95,228,"66,851","67,079",0.34
October 31 2021,Grays Harbor,WA,Passenger,187,150,337,"49,531","49,868",0.68
October 31 2021,Grays Harbor,WA,Truck,0,0,0,"21,397","21,397",0.00
October 31 2021,Island,WA,Passenger,677,334,"1,011","63,285","64,296",1.57
October 31 2021,Island,WA,Truck,0,0,0,"21,608","21,608",0.00
October 31 2021,Jefferson,WA,Passenger,362,190,552,"24,797","25,349",2.18
October 31 2021,Jefferson,WA,Truck,0,0,0,"9,593","9,593",0.00
October 31 2021,King,WA,Passenger,"33,864","9,842","43,706","1,365,141","1,408,847",3.10
October 31 2021,King,WA,Truck,4,1,5,"183,610","183,615",0.00
October 31 2021,Kitsap,WA,Truck,0,0,0,"54,348","54,348",0.00
October 31 2021,Kitsap,WA,Passenger,"2,041",912,"2,953","181,027","183,980",1.61
October 31 2021,Kittitas,WA,Passenger,194,73,267,"29,851","30,118",0.89
October 31 2021,Kittitas,WA,Truck,0,0,0,"14,771","14,771",0.00
October 31 2021,Klickitat,WA,Passenger,88,51,139,"15,371","15,510",0.90
October 31 2021,Klickitat,WA,Truck,0,0,0,"8,319","8,319",0.00
October 31 2021,Lewis,WA,Truck,0,0,0,"26,759","26,759",0.00
October 31 2021,Lewis,WA,Passenger,194,158,352,"59,652","60,004",0.59
October 31 2021,Lincoln,WA,Passenger,7,16,23,"7,711","7,734",0.30
October 31 2021,Lincoln,WA,Truck,0,0,0,"4,806","4,806",0.00
October 31 2021,Mason,WA,Passenger,245,153,398,"47,929","48,327",0.82
October 31 2021,Mason,WA,Truck,0,0,0,"21,289","21,289",0.00
October 31 2021,Okanogan,WA,Passenger,66,44,110,"26,588","26,698",0.41
October 31 2021,Okanogan,WA,Truck,0,0,0,"16,686","16,686",0.00
October 31 2021,Pacific,WA,Truck,0,0,0,"7,992","7,992",0.00
October 31 2021,Pacific,WA,Passenger,49,59,108,"16,119","16,227",0.67
October 31 2021,Pend Oreille,WA,Truck,0,0,0,"5,689","5,689",0.00
October 31 2021,Pend Oreille,WA,Passenger,18,7,25,"9,216","9,241",0.27
October 31 2021,Pierce,WA,Passenger,"3,999","2,076","6,075","558,733","564,808",1.08
October 31 2021,Pierce,WA,Truck,0,0,0,"145,402","145,402",0.00
October 31 2021,San Juan,WA,Truck,0,0,0,"5,981","5,981",0.00
October 31 2021,San Juan,WA,Passenger,469,145,614,"14,195","14,809",4.15
October 31 2021,Skagit,WA,Passenger,649,295,944,"91,536","92,480",1.02
October 31 2021,Skagit,WA,Truck,1,0,1,"32,857","32,858",0.00
October 31 2021,Skamania,WA,Truck,0,0,0,"4,020","4,020",0.00
October 31 2021,Skamania,WA,Passenger,58,39,97,"8,337","8,434",1.15
October 31 2021,Snohomish,WA,Truck,2,0,2,"125,865","125,867",0.00
October 31 2021,Snohomish,WA,Passenger,"6,660","2,194","8,854","539,156","548,010",1.62
October 31 2021,Spokane,WA,Truck,0,0,0,"102,672","102,672",0.00
October 31 2021,Spokane,WA,Passenger,"1,219",724,"1,943","326,824","328,767",0.59
October 31 2021,Stevens,WA,Truck,0,0,0,"18,900","18,900",0.00
October 31 2021,Stevens,WA,Passenger,52,43,95,"30,257","30,352",0.31
October 31 2021,Thurston,WA,Passenger,"1,806",923,"2,729","197,594","200,323",1.36
October 31 2021,Thurston,WA,Truck,0,0,0,"56,270","56,270",0.00
October 31 2021,Wahkiakum,WA,Passenger,17,8,25,"3,066","3,091",0.81
October 31 2021,Wahkiakum,WA,Truck,0,0,0,"1,829","1,829",0.00
October 31 2021,Walla Walla,WA,Passenger,132,82,214,"36,391","36,605",0.58
October 31 2021,Walla Walla,WA,Truck,0,0,0,"14,062","14,062",0.00
October 31 2021,Whatcom,WA,Passenger,"1,583",646,"2,229","150,546","152,775",1.46
October 31 2021,Whatcom,WA,Truck,4,0,4,"43,804","43,808",0.01
October 31 2021,Whitman,WA,Truck,0,0,0,"8,567","8,567",0.00
October 31 2021,Whitman,WA,Passenger,63,58,121,"21,970","22,091",0.55
October 31 2021,Yakima,WA,Truck,0,0,0,"61,691","61,691",0.00
October 31 2021,Yakima,WA,Passenger,270,166,436,"168,914","169,350",0.26
November 30 2021,Adams,WA,Passenger,16,14,30,"13,048","13,078",0.23
November 30 2021,Adams,WA,Truck,0,0,0,"5,422","5,422",0.00
November 30 2021,Asotin,WA,Passenger,21,17,38,"12,766","12,804",0.30
November 30 2021,Asotin,WA,Truck,0,0,0,"6,762","6,762",0.00
November 30 2021,Benton,WA,Truck,0,0,0,"43,671","43,671",0.00
November 30 2021,Benton,WA,Passenger,626,437,"1,063","136,073","137,136",0.78
November 30 2021,Chelan,WA,Truck,0,0,0,"23,102","23,102",0.00
November 30 2021,Chelan,WA,Passenger,400,112,512,"54,726","55,238",0.93
November 30 2021,Clallam,WA,Truck,1,0,1,"22,124","22,125",0.00
November 30 2021,Clallam,WA,Passenger,373,238,611,"50,537","51,148",1.19
November 30 2021,Clark,WA,Passenger,"3,367","1,533","4,900","321,039","325,939",1.50
November 30 2021,Clark,WA,Truck,0,0,0,"84,101","84,101",0.00
November 30 2021,Columbia,WA,Truck,0,0,0,"1,554","1,554",0.00
November 30 2021,Columbia,WA,Passenger,6,2,8,"2,460","2,468",0.32
November 30 2021,Cowlitz,WA,Passenger,267,159,426,"71,813","72,239",0.59
November 30 2021,Cowlitz,WA,Truck,0,1,1,"29,042","29,043",0.00
November 30 2021,Douglas,WA,Truck,0,0,0,"12,701","12,701",0.00
November 30 2021,Douglas,WA,Passenger,106,53,159,"28,622","28,781",0.55
November 30 2021,Ferry,WA,Passenger,13,3,16,"4,461","4,477",0.36
November 30 2021,Ferry,WA,Truck,0,0,0,"3,601","3,601",0.00
November 30 2021,Franklin,WA,Passenger,153,103,256,"62,313","62,569",0.41
November 30 2021,Franklin,WA,Truck,0,0,0,"20,793","20,793",0.00
November 30 2021,Garfield,WA,Truck,0,0,0,993,993,0.00
November 30 2021,Garfield,WA,Passenger,0,3,3,"1,351","1,354",0.22
November 30 2021,Grant,WA,Truck,0,0,0,"28,060","28,060",0.00
November 30 2021,Grant,WA,Passenger,131,97,228,"66,974","67,202",0.34
November 30 2021,Grays Harbor,WA,Passenger,191,154,345,"49,552","49,897",0.69
November 30 2021,Grays Harbor,WA,Truck,0,0,0,"21,429","21,429",0.00
November 30 2021,Island,WA,Passenger,699,343,"1,042","63,166","64,208",1.62
November 30 2021,Island,WA,Truck,0,0,0,"21,586","21,586",0.00
November 30 2021,Jefferson,WA,Truck,0,0,0,"9,603","9,603",0.00
November 30 2021,Jefferson,WA,Passenger,372,194,566,"24,813","25,379",2.23
November 30 2021,King,WA,Truck,6,1,7,"183,455","183,462",0.00
November 30 2021,King,WA,Passenger,"34,742","10,018","44,760","1,364,147","1,408,907",3.18
November 30 2021,Kitsap,WA,Passenger,"2,083",936,"3,019","180,886","183,905",1.64
November 30 2021,Kitsap,WA,Truck,0,0,0,"54,381","54,381",0.00
November 30 2021,Kittitas,WA,Passenger,197,76,273,"29,849","30,122",0.91
November 30 2021,Kittitas,WA,Truck,0,0,0,"14,804","14,804",0.00
November 30 2021,Klickitat,WA,Truck,0,0,0,"8,338","8,338",0.00
November 30 2021,Klickitat,WA,Passenger,89,52,141,"15,361","15,502",0.91
November 30 2021,Lewis,WA,Truck,0,0,0,"26,741","26,741",0.00
November 30 2021,Lewis,WA,Passenger,199,163,362,"59,652","60,014",0.60
November 30 2021,Lincoln,WA,Passenger,7,16,23,"7,696","7,719",0.30
November 30 2021,Lincoln,WA,Truck,0,0,0,"4,813","4,813",0.00
November 30 2021,Mason,WA,Passenger,253,155,408,"47,841","48,249",0.85
November 30 2021,Mason,WA,Truck,0,0,0,"21,262","21,262",0.00
November 30 2021,Okanogan,WA,Passenger,67,43,110,"26,619","26,729",0.41
November 30 2021,Okanogan,WA,Truck,0,0,0,"16,697","16,697",0.00
November 30 2021,Pacific,WA,Passenger,51,64,115,"16,078","16,193",0.71
November 30 2021,Pacific,WA,Truck,0,0,0,"8,006","8,006",0.00
November 30 2021,Pend Oreille,WA,Passenger,18,7,25,"9,177","9,202",0.27
November 30 2021,Pend Oreille,WA,Truck,0,0,0,"5,697","5,697",0.00
November 30 2021,Pierce,WA,Passenger,"4,127","2,101","6,228","558,181","564,409",1.10
November 30 2021,Pierce,WA,Truck,0,0,0,"145,303","145,303",0.00
November 30 2021,San Juan,WA,Passenger,473,145,618,"14,203","14,821",4.17
November 30 2021,San Juan,WA,Truck,0,0,0,"6,001","6,001",0.00
November 30 2021,Skagit,WA,Passenger,667,299,966,"91,365","92,331",1.05
November 30 2021,Skagit,WA,Truck,1,0,1,"32,829","32,830",0.00
November 30 2021,Skamania,WA,Truck,0,0,0,"4,004","4,004",0.00
November 30 2021,Skamania,WA,Passenger,57,40,97,"8,345","8,442",1.15
November 30 2021,Snohomish,WA,Truck,2,0,2,"125,756","125,758",0.00
November 30 2021,Snohomish,WA,Passenger,"6,845","2,227","9,072","538,782","547,854",1.66
November 30 2021,Spokane,WA,Truck,0,0,0,"102,785","102,785",0.00
November 30 2021,Spokane,WA,Passenger,"1,263",745,"2,008","327,365","329,373",0.61
November 30 2021,Stevens,WA,Truck,0,0,0,"18,931","18,931",0.00
November 30 2021,Stevens,WA,Passenger,54,43,97,"30,329","30,426",0.32
November 30 2021,Thurston,WA,Passenger,"1,849",951,"2,800","197,476","200,276",1.40
November 30 2021,Thurston,WA,Truck,0,0,0,"56,252","56,252",0.00
November 30 2021,Wahkiakum,WA,Truck,0,0,0,"1,819","1,819",0.00
November 30 2021,Wahkiakum,WA,Passenger,17,10,27,"3,092","3,119",0.87
November 30 2021,Walla Walla,WA,Truck,0,0,0,"14,091","14,091",0.00
November 30 2021,Walla Walla,WA,Passenger,137,85,222,"36,423","36,645",0.61
November 30 2021,Whatcom,WA,Truck,4,0,4,"43,727","43,731",0.01
November 30 2021,Whatcom,WA,Passenger,"1,613",660,"2,273","150,349","152,622",1.49
November 30 2021,Whitman,WA,Passenger,66,58,124,"21,999","22,123",0.56
November 30 2021,Whitman,WA,Truck,0,0,0,"8,566","8,566",0.00
November 30 2021,Yakima,WA,Truck,0,0,0,"61,739","61,739",0.00
November 30 2021,Yakima,WA,Passenger,272,168,440,"168,728","169,168",0.26
December 31 2021,Adams,WA,Passenger,17,14,31,"13,088","13,119",0.24
December 31 2021,Adams,WA,Truck,0,0,0,"5,420","5,420",0.00
December 31 2021,Asotin,WA,Passenger,22,17,39,"12,733","12,772",0.31
December 31 2021,Asotin,WA,Truck,0,0,0,"6,759","6,759",0.00
December 31 2021,Benton,WA,Truck,0,0,0,"43,729","43,729",0.00
December 31 2021,Benton,WA,Passenger,640,447,"1,087","136,184","137,271",0.79
December 31 2021,Chelan,WA,Truck,0,0,0,"23,116","23,116",0.00
December 31 2021,Chelan,WA,Passenger,409,113,522,"54,713","55,235",0.95
December 31 2021,Clallam,WA,Truck,1,0,1,"22,133","22,134",0.00
December 31 2021,Clallam,WA,Passenger,384,239,623,"50,412","51,035",1.22
December 31 2021,Clark,WA,Passenger,"3,479","1,559","5,038","320,572","325,610",1.55
December 31 2021,Clark,WA,Truck,1,0,1,"84,034","84,035",0.00
December 31 2021,Columbia,WA,Truck,0,0,0,"1,557","1,557",0.00
December 31 2021,Columbia,WA,Passenger,6,2,8,"2,453","2,461",0.33
December 31 2021,Cowlitz,WA,Passenger,276,163,439,"71,606","72,045",0.61
December 31 2021,Cowlitz,WA,Truck,0,1,1,"29,014","29,015",0.00
December 31 2021,Douglas,WA,Passenger,115,56,171,"28,625","28,796",0.59
December 31 2021,Douglas,WA,Truck,0,0,0,"12,711","12,711",0.00
December 31 2021,Ferry,WA,Truck,0,0,0,"3,597","3,597",0.00
December 31 2021,Ferry,WA,Passenger,14,3,17,"4,447","4,464",0.38
December 31 2021,Franklin,WA,Passenger,161,104,265,"62,348","62,613",0.42
December 31 2021,Franklin,WA,Truck,0,0,0,"20,864","20,864",0.00
December 31 2021,Garfield,WA,Truck,0,0,0,999,999,0.00
December 31 2021,Garfield,WA,Passenger,0,3,3,"1,351","1,354",0.22
December 31 2021,Grant,WA,Passenger,137,98,235,"67,006","67,241",0.35
December 31 2021,Grant,WA,Truck,0,0,0,"28,014","28,014",0.00
December 31 2021,Grays Harbor,WA,Truck,0,0,0,"21,394","21,394",0.00
December 31 2021,Grays Harbor,WA,Passenger,192,156,348,"49,499","49,847",0.70
December 31 2021,Island,WA,Passenger,712,342,"1,054","62,972","64,026",1.65
December 31 2021,Island,WA,Truck,0,0,0,"21,566","21,566",0.00
December 31 2021,Jefferson,WA,Passenger,382,193,575,"24,780","25,355",2.27
December 31 2021,Jefferson,WA,Truck,0,0,0,"9,602","9,602",0.00
December 31 2021,King,WA,Passenger,"35,507","10,148","45,655","1,360,559","1,406,214",3.25
December 31 2021,King,WA,Truck,6,1,7,"183,168","183,175",0.00
December 31 2021,Kitsap,WA,Truck,0,0,0,"54,306","54,306",0.00
December 31 2021,Kitsap,WA,Passenger,"2,129",954,"3,083","180,569","183,652",1.68
December 31 2021,Kittitas,WA,Passenger,208,76,284,"29,853","30,137",0.94
December 31 2021,Kittitas,WA,Truck,0,0,0,"14,791","14,791",0.00
December 31 2021,Klickitat,WA,Passenger,90,54,144,"15,357","15,501",0.93
December 31 2021,Klickitat,WA,Truck,0,0,0,"8,337","8,337",0.00
December 31 2021,Lewis,WA,Passenger,206,164,370,"59,644","60,014",0.62
December 31 2021,Lewis,WA,Truck,0,0,0,"26,705","26,705",0.00
December 31 2021,Lincoln,WA,Passenger,7,16,23,"7,723","7,746",0.30
December 31 2021,Lincoln,WA,Truck,0,0,0,"4,826","4,826",0.00
December 31 2021,Mason,WA,Passenger,264,156,420,"47,810","48,230",0.87
December 31 2021,Mason,WA,Truck,0,0,0,"21,228","21,228",0.00
December 31 2021,Okanogan,WA,Passenger,69,45,114,"26,619","26,733",0.43
December 31 2021,Okanogan,WA,Truck,0,0,0,"16,698","16,698",0.00
December 31 2021,Pacific,WA,Truck,0,0,0,"8,022","8,022",0.00
December 31 2021,Pacific,WA,Passenger,51,64,115,"16,076","16,191",0.71
December 31 2021,Pend Oreille,WA,Truck,0,0,0,"5,705","5,705",0.00
December 31 2021,Pend Oreille,WA,Passenger,18,9,27,"9,141","9,168",0.29
December 31 2021,Pierce,WA,Passenger,"4,234","2,117","6,351","556,654","563,005",1.13
December 31 2021,Pierce,WA,Truck,0,0,0,"144,986","144,986",0.00
December 31 2021,San Juan,WA,Truck,0,0,0,"6,008","6,008",0.00
December 31 2021,San Juan,WA,Passenger,478,147,625,"14,198","14,823",4.22
December 31 2021,Skagit,WA,Passenger,694,302,996,"91,204","92,200",1.08
December 31 2021,Skagit,WA,Truck,1,0,1,"32,725","32,726",0.00
December 31 2021,Skamania,WA,Truck,0,0,0,"4,002","4,002",0.00
December 31 2021,Skamania,WA,Passenger,60,42,102,"8,325","8,427",1.21
December 31 2021,Snohomish,WA,Passenger,"7,033","2,233","9,266","537,881","547,147",1.69
December 31 2021,Snohomish,WA,Truck,2,0,2,"125,521","125,523",0.00
December 31 2021,Spokane,WA,Passenger,"1,311",755,"2,066","327,696","329,762",0.63
December 31 2021,Spokane,WA,Truck,0,0,0,"102,884","102,884",0.00
December 31 2021,Stevens,WA,Passenger,55,44,99,"30,304","30,403",0.33
December 31 2021,Stevens,WA,Truck,0,0,0,"18,948","18,948",0.00
December 31 2021,Thurston,WA,Passenger,"1,871",966,"2,837","197,200","200,037",1.42
December 31 2021,Thurston,WA,Truck,0,0,0,"56,144","56,144",0.00
December 31 2021,Wahkiakum,WA,Truck,0,0,0,"1,826","1,826",0.00
December 31 2021,Wahkiakum,WA,Passenger,17,10,27,"3,083","3,110",0.87
December 31 2021,Walla Walla,WA,Truck,0,0,0,"14,104","14,104",0.00
December 31 2021,Walla Walla,WA,Passenger,143,87,230,"36,412","36,642",0.63
December 31 2021,Whatcom,WA,Passenger,"1,645",673,"2,318","150,122","152,440",1.52
December 31 2021,Whatcom,WA,Truck,4,0,4,"43,724","43,728",0.01
December 31 2021,Whitman,WA,Passenger,67,59,126,"22,019","22,145",0.57
December 31 2021,Whitman,WA,Truck,0,0,0,"8,569","8,569",0.00
December 31 2021,Yakima,WA,Passenger,286,174,460,"168,867","169,327",0.27
December 31 2021,Yakima,WA,Truck,0,0,0,"61,809","61,809",0.00
January 31 2022,Adams,WA,Truck,0,0,0,"5,435","5,435",0.00
January 31 2022,Adams,WA,Passenger,17,14,31,"13,048","13,079",0.24
January 31 2022,Asotin,WA,Truck,0,0,0,"6,742","6,742",0.00
January 31 2022,Asotin,WA,Passenger,23,17,40,"12,683","12,723",0.31
January 31 2022,Benton,WA,Truck,0,0,0,"43,631","43,631",0.00
January 31 2022,Benton,WA,Passenger,655,455,"1,110","136,042","137,152",0.81
January 31 2022,Chelan,WA,Passenger,422,116,538,"54,618","55,156",0.98
January 31 2022,Chelan,WA,Truck,0,0,0,"23,070","23,070",0.00
January 31 2022,Clallam,WA,Truck,1,0,1,"22,148","22,149",0.00
January 31 2022,Clallam,WA,Passenger,392,241,633,"50,271","50,904",1.24
January 31 2022,Clark,WA,Passenger,"3,546","1,569","5,115","319,723","324,838",1.57
January 31 2022,Clark,WA,Truck,2,0,2,"83,941","83,943",0.00
January 31 2022,Columbia,WA,Truck,0,0,0,"1,560","1,560",0.00
January 31 2022,Columbia,WA,Passenger,6,2,8,"2,453","2,461",0.33
January 31 2022,Cowlitz,WA,Truck,0,1,1,"28,936","28,937",0.00
January 31 2022,Cowlitz,WA,Passenger,274,164,438,"71,374","71,812",0.61
January 31 2022,Douglas,WA,Truck,0,0,0,"12,694","12,694",0.00
January 31 2022,Douglas,WA,Passenger,117,56,173,"28,603","28,776",0.60
January 31 2022,Ferry,WA,Truck,0,0,0,"3,583","3,583",0.00
January 31 2022,Ferry,WA,Passenger,14,3,17,"4,440","4,457",0.38
January 31 2022,Franklin,WA,Truck,0,0,0,"20,905","20,905",0.00
January 31 2022,Franklin,WA,Passenger,168,101,269,"62,198","62,467",0.43
January 31 2022,Garfield,WA,Truck,0,0,0,993,993,0.00
January 31 2022,Garfield,WA,Passenger,0,3,3,"1,358","1,361",0.22
January 31 2022,Grant,WA,Passenger,140,99,239,"66,850","67,089",0.36
January 31 2022,Grant,WA,Truck,0,0,0,"28,009","28,009",0.00
January 31 2022,Grays Harbor,WA,Truck,0,0,0,"21,356","21,356",0.00
January 31 2022,Grays Harbor,WA,Passenger,197,157,354,"49,397","49,751",0.71
January 31 2022,Island,WA,Passenger,732,345,"1,077","62,810","63,887",1.69
January 31 2022,Island,WA,Truck,1,0,1,"21,526","21,527",0.00
January 31 2022,Jefferson,WA,Passenger,385,196,581,"24,720","25,301",2.30
January 31 2022,Jefferson,WA,Truck,0,0,0,"9,576","9,576",0.00
January 31 2022,King,WA,Truck,14,1,15,"182,817","182,832",0.01
January 31 2022,King,WA,Passenger,"36,386","10,326","46,712","1,357,907","1,404,619",3.33
January 31 2022,Kitsap,WA,Passenger,"2,191",966,"3,157","180,357","183,514",1.72
January 31 2022,Kitsap,WA,Truck,0,0,0,"54,274","54,274",0.00
January 31 2022,Kittitas,WA,Truck,0,0,0,"14,766","14,766",0.00
January 31 2022,Kittitas,WA,Passenger,217,72,289,"29,825","30,114",0.96
January 31 2022,Klickitat,WA,Truck,0,0,0,"8,340","8,340",0.00
January 31 2022,Klickitat,WA,Passenger,91,55,146,"15,318","15,464",0.94
January 31 2022,Lewis,WA,Passenger,213,165,378,"59,546","59,924",0.63
January 31 2022,Lewis,WA,Truck,0,0,0,"26,686","26,686",0.00
January 31 2022,Lincoln,WA,Truck,0,0,0,"4,842","4,842",0.00
January 31 2022,Lincoln,WA,Passenger,6,17,23,"7,742","7,765",0.30
January 31 2022,Mason,WA,Passenger,271,159,430,"47,812","48,242",0.89
January 31 2022,Mason,WA,Truck,0,0,0,"21,199","21,199",0.00
January 31 2022,Okanogan,WA,Truck,0,0,0,"16,706","16,706",0.00
January 31 2022,Okanogan,WA,Passenger,70,47,117,"26,554","26,671",0.44
January 31 2022,Pacific,WA,Truck,0,0,0,"8,029","8,029",0.00
January 31 2022,Pacific,WA,Passenger,55,63,118,"16,065","16,183",0.73
January 31 2022,Pend Oreille,WA,Truck,0,0,0,"5,733","5,733",0.00
January 31 2022,Pend Oreille,WA,Passenger,17,9,26,"9,129","9,155",0.28
January 31 2022,Pierce,WA,Passenger,"4,365","2,141","6,506","555,031","561,537",1.16
January 31 2022,Pierce,WA,Truck,0,0,0,"144,639","144,639",0.00
January 31 2022,San Juan,WA,Truck,1,0,1,"6,028","6,029",0.02
January 31 2022,San Juan,WA,Passenger,482,149,631,"14,179","14,810",4.26
January 31 2022,Skagit,WA,Passenger,700,307,"1,007","90,953","91,960",1.10
January 31 2022,Skagit,WA,Truck,1,0,1,"32,684","32,685",0.00
January 31 2022,Skamania,WA,Passenger,60,43,103,"8,319","8,422",1.22
January 31 2022,Skamania,WA,Truck,0,0,0,"3,991","3,991",0.00
January 31 2022,Snohomish,WA,Passenger,"7,231","2,275","9,506","537,098","546,604",1.74
January 31 2022,Snohomish,WA,Truck,3,0,3,"125,388","125,391",0.00
January 31 2022,Spokane,WA,Passenger,"1,351",763,"2,114","326,997","329,111",0.64
January 31 2022,Spokane,WA,Truck,0,0,0,"102,751","102,751",0.00
January 31 2022,Stevens,WA,Truck,0,0,0,"18,948","18,948",0.00
January 31 2022,Stevens,WA,Passenger,58,47,105,"30,208","30,313",0.35
January 31 2022,Thurston,WA,Passenger,"1,923",975,"2,898","196,878","199,776",1.45
January 31 2022,Thurston,WA,Truck,3,0,3,"56,027","56,030",0.01
January 31 2022,Wahkiakum,WA,Passenger,17,11,28,"3,075","3,103",0.90
January 31 2022,Wahkiakum,WA,Truck,0,0,0,"1,818","1,818",0.00
January 31 2022,Walla Walla,WA,Passenger,146,89,235,"36,321","36,556",0.64
January 31 2022,Walla Walla,WA,Truck,0,0,0,"14,118","14,118",0.00
January 31 2022,Whatcom,WA,Passenger,"1,666",672,"2,338","149,667","152,005",1.54
January 31 2022,Whatcom,WA,Truck,3,0,3,"43,644","43,647",0.01
January 31 2022,Whitman,WA,Truck,0,0,0,"8,575","8,575",0.00
January 31 2022,Whitman,WA,Passenger,69,58,127,"22,016","22,143",0.57
January 31 2022,Yakima,WA,Passenger,294,178,472,"168,404","168,876",0.28
January 31 2022,Yakima,WA,Truck,0,0,0,"61,642","61,642",0.00
February 28 2022,Adams,WA,Passenger,17,14,31,"13,026","13,057",0.24
February 28 2022,Adams,WA,Truck,0,0,0,"5,458","5,458",0.00
February 28 2022,Asotin,WA,Truck,0,0,0,"6,746","6,746",0.00
February 28 2022,Asotin,WA,Passenger,22,18,40,"12,656","12,696",0.32
February 28 2022,Benton,WA,Passenger,665,453,"1,118","135,941","137,059",0.82
February 28 2022,Benton,WA,Truck,0,0,0,"43,677","43,677",0.00
February 28 2022,Chelan,WA,Passenger,430,120,550,"54,608","55,158",1.00
February 28 2022,Chelan,WA,Truck,0,0,0,"23,084","23,084",0.00
February 28 2022,Clallam,WA,Passenger,395,243,638,"50,183","50,821",1.26
February 28 2022,Clallam,WA,Truck,1,0,1,"22,113","22,114",0.00
February 28 2022,Clark,WA,Passenger,"3,634","1,597","5,231","319,400","324,631",1.61
February 28 2022,Clark,WA,Truck,2,0,2,"83,808","83,810",0.00
February 28 2022,Columbia,WA,Passenger,6,1,7,"2,458","2,465",0.28
February 28 2022,Columbia,WA,Truck,0,0,0,"1,574","1,574",0.00
February 28 2022,Cowlitz,WA,Truck,0,1,1,"28,924","28,925",0.00
February 28 2022,Cowlitz,WA,Passenger,281,168,449,"71,327","71,776",0.63
February 28 2022,Douglas,WA,Truck,0,0,0,"12,701","12,701",0.00
February 28 2022,Douglas,WA,Passenger,121,55,176,"28,577","28,753",0.61
February 28 2022,Ferry,WA,Truck,0,0,0,"3,568","3,568",0.00
February 28 2022,Ferry,WA,Passenger,15,3,18,"4,448","4,466",0.40
February 28 2022,Franklin,WA,Passenger,174,102,276,"62,125","62,401",0.44
February 28 2022,Franklin,WA,Truck,0,0,0,"20,940","20,940",0.00
February 28 2022,Garfield,WA,Passenger,0,3,3,"1,356","1,359",0.22
February 28 2022,Garfield,WA,Truck,0,0,0,996,996,0.00
February 28 2022,Grant,WA,Truck,0,0,0,"28,016","28,016",0.00
February 28 2022,Grant,WA,Passenger,142,98,240,"66,825","67,065",0.36
February 28 2022,Grays Harbor,WA,Passenger,202,156,358,"49,355","49,713",0.72
February 28 2022,Grays Harbor,WA,Truck,0,0,0,"21,351","21,351",0.00
February 28 2022,Island,WA,Truck,1,0,1,"21,538","21,539",0.00
February 28 2022,Island,WA,Passenger,742,352,"1,094","62,638","63,732",1.72
February 28 2022,Jefferson,WA,Passenger,394,201,595,"24,713","25,308",2.35
February 28 2022,Jefferson,WA,Truck,0,0,0,"9,578","9,578",0.00
February 28 2022,King,WA,Truck,22,1,23,"182,641","182,664",0.01
February 28 2022,King,WA,Passenger,"37,249","10,440","47,689","1,356,220","1,403,909",3.40
February 28 2022,Kitsap,WA,Passenger,"2,231",978,"3,209","180,124","183,333",1.75
February 28 2022,Kitsap,WA,Truck,0,0,0,"54,216","54,216",0.00
February 28 2022,Kittitas,WA,Passenger,219,73,292,"29,795","30,087",0.97
February 28 2022,Kittitas,WA,Truck,0,0,0,"14,752","14,752",0.00
February 28 2022,Klickitat,WA,Passenger,93,54,147,"15,312","15,459",0.95
February 28 2022,Klickitat,WA,Truck,0,0,0,"8,338","8,338",0.00
February 28 2022,Lewis,WA,Passenger,221,166,387,"59,475","59,862",0.65
February 28 2022,Lewis,WA,Truck,0,0,0,"26,644","26,644",0.00
February 28 2022,Lincoln,WA,Truck,0,0,0,"4,854","4,854",0.00
February 28 2022,Lincoln,WA,Passenger,7,17,24,"7,689","7,713",0.31
February 28 2022,Mason,WA,Truck,0,0,0,"21,198","21,198",0.00
February 28 2022,Mason,WA,Passenger,279,164,443,"47,768","48,211",0.92
February 28 2022,Okanogan,WA,Passenger,74,47,121,"26,496","26,617",0.45
February 28 2022,Okanogan,WA,Truck,0,0,0,"16,727","16,727",0.00
February 28 2022,Pacific,WA,Truck,0,0,0,"8,011","8,011",0.00
February 28 2022,Pacific,WA,Passenger,58,65,123,"16,031","16,154",0.76
February 28 2022,Pend Oreille,WA,Truck,0,0,0,"5,721","5,721",0.00
February 28 2022,Pend Oreille,WA,Passenger,17,9,26,"9,086","9,112",0.29
February 28 2022,Pierce,WA,Truck,2,0,2,"144,260","144,262",0.00
February 28 2022,Pierce,WA,Passenger,"4,483","2,162","6,645","553,568","560,213",1.19
February 28 2022,San Juan,WA,Passenger,485,150,635,"14,183","14,818",4.29
February 28 2022,San Juan,WA,Truck,1,0,1,"6,022","6,023",0.02
February 28 2022,Skagit,WA,Truck,1,0,1,"32,675","32,676",0.00
